occurrence_id,keyword,keyword_romanization,subject,book_slug,book_title,reader_page,occurrence_on_page,char_position_in_page,left_context,keyword_in_context,right_context,context_compact,source_file,source_url
233,民族,minzu,civics,gaoji-zhongxue-gongmin,高级中学公民,184,1,56,"事業,均卽時倡辦,不遺餘力。其所以如此,實因合作運動與三民主義的經濟政策實有不可分離的連鎖關係。站在",民族,"主義立場,中|國經濟的改造,應先確立自由的、自主的民族經濟政策。然在不平等條約的束縛和牽制之下,唯一","事業,均卽時倡辦,不遺餘力。其所以如此,實因合作運動與三民主義的經濟政策實有不可分離的連鎖關係。站在民族主義立場,中|國經濟的改造,應先確立自由的、自主的民族經濟政策。然在不平等條約的束縛和牽制之下,唯一",gaoji-zhongxue-gongmin_reader-pages-1-202_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/ad40bb4c-746c-4448-bcb2-bd470df40953/1
234,民族,minzu,civics,gaoji-zhongxue-gongmin,高级中学公民,184,2,83,"三民主義的經濟政策實有不可分離的連鎖關係。站在民族主義立場,中|國經濟的改造,應先確立自由的、自主的",民族,"經濟政策。然在不平等條約的束縛和牽制之下,唯一的方法,就是使用經濟手段,抵制洋貨,提倡國貨。而其實施","三民主義的經濟政策實有不可分離的連鎖關係。站在民族主義立場,中|國經濟的改造,應先確立自由的、自主的民族經濟政策。然在不平等條約的束縛和牽制之下,唯一的方法,就是使用經濟手段,抵制洋貨,提倡國貨。而其實施",gaoji-zhongxue-gongmin_reader-pages-1-202_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/ad40bb4c-746c-4448-bcb2-bd470df40953/1
235,民族,minzu,civics,gaoji-zhongxue-gongmin,高级中学公民,184,3,215,",有了健全的組織可以很快達到目的。且在生產方面,消費者聯合會,亦可以辦理農業合作、工業合作,積極發揚",民族,"的經濟政策。次及民權主義的經濟政策,其最主要的,就是消費權之培植,與分配權之獲得。合作運動剷除商人剝",",有了健全的組織可以很快達到目的。且在生產方面,消費者聯合會,亦可以辦理農業合作、工業合作,積極發揚民族的經濟政策。次及民權主義的經濟政策,其最主要的,就是消費權之培植,與分配權之獲得。合作運動剷除商人剝",gaoji-zhongxue-gongmin_reader-pages-1-202_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/ad40bb4c-746c-4448-bcb2-bd470df40953/1
236,民族,minzu,civics,gaoji-zhongxue-gongmin,高级中学公民,189,1,404,"展經濟,並倡導合作運動以調節偏枯,而救濟農村。奈國步多艱,外患日急,日趨衰敗的國民經濟,仍無從挽救。",民族,"的命運亦因之岌岌危殆了。去歲蔣|委員長督師剿匪,親歷內地,觀察所及,觸目驚心,主張促進國民經濟建設,","展經濟,並倡導合作運動以調節偏枯,而救濟農村。奈國步多艱,外患日急,日趨衰敗的國民經濟,仍無從挽救。民族的命運亦因之岌岌危殆了。去歲蔣|委員長督師剿匪,親歷內地,觀察所及,觸目驚心,主張促進國民經濟建設,",gaoji-zhongxue-gongmin_reader-pages-1-202_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/ad40bb4c-746c-4448-bcb2-bd470df40953/1
237,民族,minzu,civics,gaoji-zhongxue-gongmin,高级中学公民,194,1,132,"述的,都_可以得到切實的正確的論據。所⋮以,今後經濟建設,一方面要完成自主的建設。亦卽國防的建設,使",民族,"自衞力量得以充實而國家之經濟的國防足以應付非常時期。他方面。要實現自給的建設,亦卽民生的建設,使凋敝","述的,都_可以得到切實的正確的論據。所⋮以,今後經濟建設,一方面要完成自主的建設。亦卽國防的建設,使民族自衞力量得以充實而國家之經濟的國防足以應付非常時期。他方面。要實現自給的建設,亦卽民生的建設,使凋敝",gaoji-zhongxue-gongmin_reader-pages-1-202_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/ad40bb4c-746c-4448-bcb2-bd470df40953/1
238,民族,minzu,civics,gaoji-zhongxue-gongmin,高级中学公民,198,1,169,"的統制力,利用可利用的統制權,以實行有效的經濟統制。一面再以建設求統一,由小而大,由簡而繁,以建立全",民族,"的統制基礎。如是國民經.濟之改造得以完成,而三民主義的經濟制度,亦有實現的前途。【註釋】=見孫|中山","的統制力,利用可利用的統制權,以實行有效的經濟統制。一面再以建設求統一,由小而大,由簡而繁,以建立全民族的統制基礎。如是國民經.濟之改造得以完成,而三民主義的經濟制度,亦有實現的前途。【註釋】=見孫|中山",gaoji-zhongxue-gongmin_reader-pages-1-202_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/ad40bb4c-746c-4448-bcb2-bd470df40953/1
239,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,4,1,18,目次第一章引論第二章國家⋮⋮六第一節,民族,與國家⋮六第二節國家之獨立與自由⋮一〇第三節我國的國際地位⋮一六第三章革命建設之程序二一第一節中國國,目次第一章引論第二章國家⋮⋮六第一節民族與國家⋮六第二節國家之獨立與自由⋮一〇第三節我國的國際地位⋮一六第三章革命建設之程序二一第一節中國國,chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
240,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,12,1,16,初中公民第二册六第二章國家第一節,民族,"與國家民族與民族精神個人的求生力量有.限,故人類在極古的時代,就營着團體生活。團體範圍之大者,莫過於","初中公民第二册六第二章國家第一節民族與國家民族與民族精神個人的求生力量有.限,故人類在極古的時代,就營着團體生活。團體範圍之大者,莫過於",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
241,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,12,2,21,初中公民第二册六第二章國家第一節民族與國家,民族,"與民族精神個人的求生力量有.限,故人類在極古的時代,就營着團體生活。團體範圍之大者,莫過於民族。民族","初中公民第二册六第二章國家第一節民族與國家民族與民族精神個人的求生力量有.限,故人類在極古的時代,就營着團體生活。團體範圍之大者,莫過於民族。民族",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
242,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,12,3,24,初中公民第二册六第二章國家第一節民族與國家民族與,民族,"精神個人的求生力量有.限,故人類在極古的時代,就營着團體生活。團體範圍之大者,莫過於民族。民族之結成","初中公民第二册六第二章國家第一節民族與國家民族與民族精神個人的求生力量有.限,故人類在極古的時代,就營着團體生活。團體範圍之大者,莫過於民族。民族之結成",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
243,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,12,4,68,"與國家民族與民族精神個人的求生力量有.限,故人類在極古的時代,就營着團體生活。團體範圍之大者,莫過於",民族,"。民族之結成,是自然的趨勢。所以中|山先生說:『槪括的說起來;造成民族的原因,是自然力;分析起來,有","與國家民族與民族精神個人的求生力量有.限,故人類在極古的時代,就營着團體生活。團體範圍之大者,莫過於民族。民族之結成,是自然的趨勢。所以中|山先生說:『槪括的說起來;造成民族的原因,是自然力;分析起來,有",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
244,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,12,5,71,"民族與民族精神個人的求生力量有.限,故人類在極古的時代,就營着團體生活。團體範圍之大者,莫過於民族。",民族,"之結成,是自然的趨勢。所以中|山先生說:『槪括的說起來;造成民族的原因,是自然力;分析起來,有血統、","民族與民族精神個人的求生力量有.限,故人類在極古的時代,就營着團體生活。團體範圍之大者,莫過於民族。民族之結成,是自然的趨勢。所以中|山先生說:『槪括的說起來;造成民族的原因,是自然力;分析起來,有血統、",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
245,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,12,6,103,"體生活。團體範圍之大者,莫過於民族。民族之結成,是自然的趨勢。所以中|山先生說:『槪括的說起來;造成",民族,"的原因,是自然力;分析起來,有血統、生活、語言、宗教、風俗習慣五種力。』民族旣已形成之後,更於其長時","體生活。團體範圍之大者,莫過於民族。民族之結成,是自然的趨勢。所以中|山先生說:『槪括的說起來;造成民族的原因,是自然力;分析起來,有血統、生活、語言、宗教、風俗習慣五種力。』民族旣已形成之後,更於其長時",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
246,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,12,7,141,"說:『槪括的說起來;造成民族的原因,是自然力;分析起來,有血統、生活、語言、宗教、風俗習慣五種力。』",民族,"旣已形成之後,更於其長時期的滋長蕃衍中,造出一種潛在的力,爲其團結的維;繫每個分子,都自覺「我是屬於","說:『槪括的說起來;造成民族的原因,是自然力;分析起來,有血統、生活、語言、宗教、風俗習慣五種力。』民族旣已形成之後,更於其長時期的滋長蕃衍中,造出一種潛在的力,爲其團結的維;繫每個分子,都自覺「我是屬於",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
247,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,12,8,232,"分子,都自覺「我是屬於這團體的,我的生命,絕不能離牠而存在;我一定要愛護這個團體」的關切心理。這就是",民族,"意識。倘若在這民族的歷史中,有一個出類拔萃的偉大人物,或是一種高尙道德思想,足爲衆人","分子,都自覺「我是屬於這團體的,我的生命,絕不能離牠而存在;我一定要愛護這個團體」的關切心理。這就是民族意識。倘若在這民族的歷史中,有一個出類拔萃的偉大人物,或是一種高尙道德思想,足爲衆人",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
248,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,12,9,241,"屬於這團體的,我的生命,絕不能離牠而存在;我一定要愛護這個團體」的關切心理。這就是民族意識。倘若在這",民族,"的歷史中,有一個出類拔萃的偉大人物,或是一種高尙道德思想,足爲衆人","屬於這團體的,我的生命,絕不能離牠而存在;我一定要愛護這個團體」的關切心理。這就是民族意識。倘若在這民族的歷史中,有一個出類拔萃的偉大人物,或是一種高尙道德思想,足爲衆人",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
249,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,13,1,8,"祟拜景仰的目標,",民族,"意識,便具體化而成爲民族精神了。民族精神之作用,在團結民族。如果民族精神消失,則民族雖處寧靜之境,殊","祟拜景仰的目標,民族意識,便具體化而成爲民族精神了。民族精神之作用,在團結民族。如果民族精神消失,則民族雖處寧靜之境,殊",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
250,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,13,2,20,"祟拜景仰的目標,民族意識,便具體化而成爲",民族,"精神了。民族精神之作用,在團結民族。如果民族精神消失,則民族雖處寧靜之境,殊難望其向上;反之,如民族","祟拜景仰的目標,民族意識,便具體化而成爲民族精神了。民族精神之作用,在團結民族。如果民族精神消失,則民族雖處寧靜之境,殊難望其向上;反之,如民族",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
251,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,13,3,26,"祟拜景仰的目標,民族意識,便具體化而成爲民族精神了。",民族,"精神之作用,在團結民族。如果民族精神消失,則民族雖處寧靜之境,殊難望其向上;反之,如民族精神恢復,則","祟拜景仰的目標,民族意識,便具體化而成爲民族精神了。民族精神之作用,在團結民族。如果民族精神消失,則民族雖處寧靜之境,殊難望其向上;反之,如民族精神恢復,則",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
252,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,13,4,37,"祟拜景仰的目標,民族意識,便具體化而成爲民族精神了。民族精神之作用,在團結",民族,"。如果民族精神消失,則民族雖處寧靜之境,殊難望其向上;反之,如民族精神恢復,則民族雖頻危難之際,亦可","祟拜景仰的目標,民族意識,便具體化而成爲民族精神了。民族精神之作用,在團結民族。如果民族精神消失,則民族雖處寧靜之境,殊難望其向上;反之,如民族精神恢復,則民族雖頻危難之際,亦可",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
253,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,13,5,42,"祟拜景仰的目標,民族意識,便具體化而成爲民族精神了。民族精神之作用,在團結民族。如果",民族,"精神消失,則民族雖處寧靜之境,殊難望其向上;反之,如民族精神恢復,則民族雖頻危難之際,亦可期其復興。","祟拜景仰的目標,民族意識,便具體化而成爲民族精神了。民族精神之作用,在團結民族。如果民族精神消失,則民族雖處寧靜之境,殊難望其向上;反之,如民族精神恢復,則民族雖頻危難之際,亦可期其復興。",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
254,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,13,6,50,"祟拜景仰的目標,民族意識,便具體化而成爲民族精神了。民族精神之作用,在團結民族。如果民族精神消失,則",民族,"雖處寧靜之境,殊難望其向上;反之,如民族精神恢復,則民族雖頻危難之際,亦可期其復興。所以民族之興衰可","祟拜景仰的目標,民族意識,便具體化而成爲民族精神了。民族精神之作用,在團結民族。如果民族精神消失,則民族雖處寧靜之境,殊難望其向上;反之,如民族精神恢復,則民族雖頻危難之際,亦可期其復興。所以民族之興衰可",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
255,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,13,7,70,"民族精神了。民族精神之作用,在團結民族。如果民族精神消失,則民族雖處寧靜之境,殊難望其向上;反之,如",民族,"精神恢復,則民族雖頻危難之際,亦可期其復興。所以民族之興衰可就民族精神之消長以爲斷。國家國家是由於强","民族精神了。民族精神之作用,在團結民族。如果民族精神消失,則民族雖處寧靜之境,殊難望其向上;反之,如民族精神恢復,則民族雖頻危難之際,亦可期其復興。所以民族之興衰可就民族精神之消長以爲斷。國家國家是由於强",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
256,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,13,8,78,"精神之作用,在團結民族。如果民族精神消失,則民族雖處寧靜之境,殊難望其向上;反之,如民族精神恢復,則",民族,"雖頻危難之際,亦可期其復興。所以民族之興衰可就民族精神之消長以爲斷。國家國家是由於强者的武力造成,與","精神之作用,在團結民族。如果民族精神消失,則民族雖處寧靜之境,殊難望其向上;反之,如民族精神恢復,則民族雖頻危難之際,亦可期其復興。所以民族之興衰可就民族精神之消長以爲斷。國家國家是由於强者的武力造成,與",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
257,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,13,9,96,"消失,則民族雖處寧靜之境,殊難望其向上;反之,如民族精神恢復,則民族雖頻危難之際,亦可期其復興。所以",民族,"之興衰可就民族精神之消長以爲斷。國家國家是由於强者的武力造成,與民族之出於自然力者不同。因爲民族的團","消失,則民族雖處寧靜之境,殊難望其向上;反之,如民族精神恢復,則民族雖頻危難之際,亦可期其復興。所以民族之興衰可就民族精神之消長以爲斷。國家國家是由於强者的武力造成,與民族之出於自然力者不同。因爲民族的團",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
258,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,13,10,103,"處寧靜之境,殊難望其向上;反之,如民族精神恢復,則民族雖頻危難之際,亦可期其復興。所以民族之興衰可就",民族,"精神之消長以爲斷。國家國家是由於强者的武力造成,與民族之出於自然力者不同。因爲民族的團體,範圍非常庬","處寧靜之境,殊難望其向上;反之,如民族精神恢復,則民族雖頻危難之際,亦可期其復興。所以民族之興衰可就民族精神之消長以爲斷。國家國家是由於强者的武力造成,與民族之出於自然力者不同。因爲民族的團體,範圍非常庬",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
259,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,13,11,130,"雖頻危難之際,亦可期其復興。所以民族之興衰可就民族精神之消長以爲斷。國家國家是由於强者的武力造成,與",民族,"之出於自然力者不同。因爲民族的團體,範圍非常庬;大,爲保持團體內的秩序安寧,與增進團體內之公共福利,","雖頻危難之際,亦可期其復興。所以民族之興衰可就民族精神之消長以爲斷。國家國家是由於强者的武力造成,與民族之出於自然力者不同。因爲民族的團體,範圍非常庬;大,爲保持團體內的秩序安寧,與增進團體內之公共福利,",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
260,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,13,12,144,"所以民族之興衰可就民族精神之消長以爲斷。國家國家是由於强者的武力造成,與民族之出於自然力者不同。因爲",民族,"的團體,範圍非常庬;大,爲保持團體內的秩序安寧,與增進團體內之公共福利,必須制立種種法律制度,更要有","所以民族之興衰可就民族精神之消長以爲斷。國家國家是由於强者的武力造成,與民族之出於自然力者不同。因爲民族的團體,範圍非常庬;大,爲保持團體內的秩序安寧,與增進團體內之公共福利,必須制立種種法律制度,更要有",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
261,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,13,13,314,"形,我們可以分析構成國家的要素有:三第一、是人民。|要有共感組織國家之必要與價値的人民。倘若人民各七",民族,與國家,"形,我們可以分析構成國家的要素有:三第一、是人民。|要有共感組織國家之必要與價値的人民。倘若人民各七民族與國家",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
262,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,14,1,154,"抗衡而破壞統一的力量存;在對外是獨立的,一尺一寸的土地,不許旁人佔領;一個兩個的人民,不許旁人欺陵。",民族,"主義的國家民族是國家組織的根本;沒有民族之構成在先,國家決不會憑空造成的。理想的國家,是由一個民族組","抗衡而破壞統一的力量存;在對外是獨立的,一尺一寸的土地,不許旁人佔領;一個兩個的人民,不許旁人欺陵。民族主義的國家民族是國家組織的根本;沒有民族之構成在先,國家決不會憑空造成的。理想的國家,是由一個民族組",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
263,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,14,2,161,"的力量存;在對外是獨立的,一尺一寸的土地,不許旁人佔領;一個兩個的人民,不許旁人欺陵。民族主義的國家",民族,"是國家組織的根本;沒有民族之構成在先,國家決不會憑空造成的。理想的國家,是由一個民族組成。但是事實並","的力量存;在對外是獨立的,一尺一寸的土地,不許旁人佔領;一個兩個的人民,不許旁人欺陵。民族主義的國家民族是國家組織的根本;沒有民族之構成在先,國家決不會憑空造成的。理想的國家,是由一個民族組成。但是事實並",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
264,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,14,3,174,"一尺一寸的土地,不許旁人佔領;一個兩個的人民,不許旁人欺陵。民族主義的國家民族是國家組織的根本;沒有",民族,"之構成在先,國家決不會憑空造成的。理想的國家,是由一個民族組成。但是事實並不盡然。有一個國家之內,有","一尺一寸的土地,不許旁人佔領;一個兩個的人民,不許旁人欺陵。民族主義的國家民族是國家組織的根本;沒有民族之構成在先,國家決不會憑空造成的。理想的國家,是由一個民族組成。但是事實並不盡然。有一個國家之內,有",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
265,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,14,4,203,"。民族主義的國家民族是國家組織的根本;沒有民族之構成在先,國家決不會憑空造成的。理想的國家,是由一個",民族,"組成。但是事實並不盡然。有一個國家之內,有幾個民族;的同時也有一個民族,造成幾個國家的。在這種民族國","。民族主義的國家民族是國家組織的根本;沒有民族之構成在先,國家決不會憑空造成的。理想的國家,是由一個民族組成。但是事實並不盡然。有一個國家之內,有幾個民族;的同時也有一個民族,造成幾個國家的。在這種民族國",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
266,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,14,5,228,"成在先,國家決不會憑空造成的。理想的國家,是由一個民族組成。但是事實並不盡然。有一個國家之內,有幾個",民族,";的同時也有一個民族,造成幾個國家的。在這種民族國家劃分未盡合理的現象之下,民族地位不能平等,因而發","成在先,國家決不會憑空造成的。理想的國家,是由一個民族組成。但是事實並不盡然。有一個國家之內,有幾個民族;的同時也有一個民族,造成幾個國家的。在這種民族國家劃分未盡合理的現象之下,民族地位不能平等,因而發",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
267,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,14,6,238,"空造成的。理想的國家,是由一個民族組成。但是事實並不盡然。有一個國家之內,有幾個民族;的同時也有一個",民族,",造成幾個國家的。在這種民族國家劃分未盡合理的現象之下,民族地位不能平等,因而發生許多對內對外的抗爭","空造成的。理想的國家,是由一個民族組成。但是事實並不盡然。有一個國家之內,有幾個民族;的同時也有一個民族,造成幾個國家的。在這種民族國家劃分未盡合理的現象之下,民族地位不能平等,因而發生許多對內對外的抗爭",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
268,民族,minzu,civics,chuji-zhongxue-gongmin-2,初级中学公民（第二册）,14,7,252,"個民族組成。但是事實並不盡然。有一個國家之內,有幾個民族;的同時也有一個民族,造成幾個國家的。在這種",民族,"國家劃分未盡合理的現象之下,民族地位不能平等,因而發生許多對內對外的抗爭運動。這便是通常所謂「民族革","個民族組成。但是事實並不盡然。有一個國家之內,有幾個民族;的同時也有一個民族,造成幾個國家的。在這種民族國家劃分未盡合理的現象之下,民族地位不能平等,因而發生許多對內對外的抗爭運動。這便是通常所謂「民族革",chuji-zhongxue-gongmin-2_reader-pages-1-98_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/36bb9e8b-4154-4f51-82b8-df746018174e/1
